?covp	?covplab	?humanp	?humanplab	?humanp2	?humanplab2	id	TDL
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9C0B5>	zdhc5_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9P289	STK26^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9P289	Tbio
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9BYF1>	ACE2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9Y6M9	NDUFV3^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9Y6M9	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9BYF1-PRO_0000292268>	q9byf1-pro_0000292268^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9Y6M9	NDUFV3^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9Y6M9	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9C0B5>	zdhc5_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9Y6M9	NDUFV3^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9Y6M9	Tclin
<http://identifiers.org/uniprot/P0DTC7>	ORF7a^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NU22>	mdn1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9Y6M9	NDUFV3^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9Y6M9	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P03901	NDUFB10^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P03901	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P11387	TOP1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P11387	Tclin
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9BYF1>	ACE2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9Y466	NR2E1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9Y466	Tbio
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9BYF1-PRO_0000292268>	q9byf1-pro_0000292268^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9Y466	NR2E1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9Y466	Tbio
<http://identifiers.org/uniprot/P0DTC2>	S protein^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9C0B5>	zdhc5_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9Y466	NR2E1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9Y466	Tbio
<http://identifiers.org/uniprot/P0DTC7>	ORF7a^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NU22>	mdn1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9Y466	NR2E1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9Y466	Tbio
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06280	GLA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06280	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P03901	NDUFB10^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P03901	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06280	GLA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06280	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O14980	XPO1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O14980	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P27487	DPP4^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P27487	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P27487	DPP4^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P27487	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O15439	ABCC4^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O15439	Tbio
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O15439	ABCC4^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O15439	Tbio
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P11387	TOP1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P11387	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O14980	XPO1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O14980	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9UHD2	TBK1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9UHD2	Tchem
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9UHD2	TBK1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:Q9UHD2	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O14578	CIT^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O14578	Tbio
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P12268	IMPDH2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P12268	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P12268	IMPDH2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P12268	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O14578	CIT^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O14578	Tbio
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O75746	SLC25A12^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O75746	Tbio
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O75746	SLC25A12^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O75746	Tbio
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P00403	MT-CO2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P00403	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P00747	PLG^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P00747	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P00403	MT-CO2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P00403	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P00750	PLAT^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P00750	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P00747	PLG^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P00747	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O60885	BRD4^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O60885	Tchem
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O60885	BRD4^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O60885	Tchem
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O95299	NDUFAF1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O95299	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O95299	NDUFAF1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O95299	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O96017	CHEK2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O96017	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P04406	GAPDH^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P04406	Tchem
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P04406	GAPDH^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P04406	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P00338	LDHA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P00338	Tchem
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P00338	LDHA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P00338	Tchem
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O96017	CHEK2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:O96017	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P02768	ALB^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P02768	Tchem
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P02768	ALB^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P02768	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06493	CCNB1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06493	Tchem
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06493	CCNB1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06493	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DP23	CALM1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DP23	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DP23	CALM1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DP23	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05556	ITGA4^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05556	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06730	EIF4E^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06730	Tchem
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06730	EIF4E^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P06730	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05556	ITGA4^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05556	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05023	ATP1A1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05023	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05023	ATP1A1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05023	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09874	PARP1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09874	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09874	PARP1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09874	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P00750	PLAT^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P00750	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P17612	PRKACA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P17612	Tchem
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P17612	PRKACA^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P17612	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09884	POLA1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09884	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09884	POLA1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P09884	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P10415	BCL2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P10415	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P21964	COMT^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P21964	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DMV8	HSPA1A^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DMV8	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DMV8	HSPA1A^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P0DMV8	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05026	ATP1A2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05026	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05026	ATP1A2^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P05026	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P14735	IDE^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P14735	Tchem
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P14735	IDE^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P14735	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P23284	PPIB^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P23284	Tchem
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P23284	PPIB^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P23284	Tchem
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33402	GUCY1A3^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P33402	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P21964	COMT^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P21964	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P26358	DNMT1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P26358	Tclin
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P26358	DNMT1^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P26358	Tclin
<http://identifiers.org/uniprot/P0DTD1-PRO_0000449623>	nsp5^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9NXH9>	trm1_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15144	ANPEP^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15144	Tchem
<https://www.example.org/UNKNOWN/INTACT_EBI-25475912>	orf3b_wcpv^^<http://www.w3.org/2001/XMLSchema#string>	<http://identifiers.org/uniprot/Q9UJZ1>	stml2_human^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15144	ANPEP^^<http://www.w3.org/2001/XMLSchema#string>	UniProtKB:P15144	Tchem
