id	name	category	TDL	provided_by
DrugCentral:3481	podophyllotoxin	biolink:Drug		drug_central
UniProtKB:P68363	TUBA1C	biolink:Protein	Tchem	drug_central
UniProtKB:P68366	TUBA3C	biolink:Protein	Tchem	drug_central
UniProtKB:Q13748	TUBB	biolink:Protein	Tclin	drug_central
UniProtKB:Q6PEY2	TUBB2B	biolink:Protein	Tclin	drug_central
UniProtKB:Q71U36	TUBB3	biolink:Protein	Tclin	drug_central
UniProtKB:Q9BQE3	TUBB4A	biolink:Protein	Tclin	drug_central
DrugCentral:3482	polyestradiol phosphate	biolink:Drug		drug_central
DrugCentral:3483	posaconazole	biolink:Drug		drug_central
DrugCentral:3486	practolol	biolink:Drug		drug_central
DrugCentral:3487	pramocaine	biolink:Drug		drug_central
DrugCentral:3493	propamidine	biolink:Drug		drug_central
DrugCentral:3496	propoxycaine	biolink:Drug		drug_central
DrugCentral:3502	prucalopride	biolink:Drug		drug_central
DrugCentral:3505	homonicotinic acid	biolink:Drug		drug_central
DrugCentral:3506	pyridoxal phosphate	biolink:Drug		drug_central
DrugCentral:3508	pyrithione	biolink:Drug		drug_central
DrugCentral:3511	pyrovalerone	biolink:Drug		drug_central
DrugCentral:3514	quercetin	biolink:Drug		drug_central
UniProtKB:P04054	PLA2G1B	biolink:Protein	Tchem	drug_central
UniProtKB:Q9NPH5	NOX4	biolink:Protein	Tchem	drug_central
UniProtKB:Q15078	CDK5R1	biolink:Protein	Tchem	drug_central
UniProtKB:Q99895	CTRC	biolink:Protein	Tchem	drug_central
UniProtKB:P24385	CDK4	biolink:Protein	Tclin	drug_central
UniProtKB:P06493	CCNB1	biolink:Protein	Tchem	drug_central
UniProtKB:P14635	CDK1	biolink:Protein	Tchem	drug_central
UniProtKB:Q9NWT6	HIF1AN	biolink:Protein	Tbio	drug_central
UniProtKB:Q00534	CDK6	biolink:Protein	Tclin	drug_central
UniProtKB:P27986	PIK3R1	biolink:Protein	Tchem	drug_central
UniProtKB:P53350	PLK1	biolink:Protein	Tchem	drug_central
UniProtKB:P48147	PREP	biolink:Protein	Tchem	drug_central
UniProtKB:P28907	CD38	biolink:Protein	Tclin	drug_central
UniProtKB:O95067	CCNB1	biolink:Protein	Tbio	drug_central
UniProtKB:Q8WWL7	CDK1	biolink:Protein	Tchem	drug_central
UniProtKB:P39900	MMP12	biolink:Protein	Tchem	drug_central
UniProtKB:Q9HC98	NEK6	biolink:Protein	Tbio	drug_central
UniProtKB:P49840	GSK3A	biolink:Protein	Tclin	drug_central
UniProtKB:P06737	PYGL	biolink:Protein	Tchem	drug_central
DrugCentral:3520	rapacuronium	biolink:Drug		drug_central
DrugCentral:3521	rasagiline	biolink:Drug		drug_central
DrugCentral:3524	resorcinol	biolink:Drug		drug_central
DrugCentral:3525	revaprazan	biolink:Drug		drug_central
DrugCentral:3529	rioprostil	biolink:Drug		drug_central
DrugCentral:3531	roflumilast	biolink:Drug		drug_central
DrugCentral:3533	ruboxistaurin	biolink:Drug		drug_central
UniProtKB:O76039	CDKL5	biolink:Protein	Tchem	drug_central
UniProtKB:Q9Y243	AKT3	biolink:Protein	Tchem	drug_central
UniProtKB:O60331	PIP5K1C	biolink:Protein	Tbio	drug_central
UniProtKB:P08922	ROS1	biolink:Protein	Tclin	drug_central
UniProtKB:Q13237	PRKG2	biolink:Protein	Tchem	drug_central
UniProtKB:P22694	PRKACB	biolink:Protein	Tchem	drug_central
DrugCentral:3534	rufinamide	biolink:Drug		drug_central
DrugCentral:3535	rutoside	biolink:Drug		drug_central
UniProtKB:Q9GZQ4	NMUR2	biolink:Protein	Tchem	drug_central
DrugCentral:3536	sabcomeline	biolink:Drug		drug_central
DrugCentral:3542	saralasin	biolink:Drug		drug_central
DrugCentral:3548	sitaxentan	biolink:Drug		drug_central
DrugCentral:3553	stallimycin	biolink:Drug		drug_central
UniProtKB:P01112	HRAS	biolink:Protein	Tchem	drug_central
DrugCentral:3574	sulmazole	biolink:Drug		drug_central
DrugCentral:3577	oxedrine	biolink:Drug		drug_central
DrugCentral:3579	talastine	biolink:Drug		drug_central
DrugCentral:3580	tamibarotene	biolink:Drug		drug_central
DrugCentral:3584	terazosin	biolink:Drug		drug_central
DrugCentral:3591	tetryzoline	biolink:Drug		drug_central
DrugCentral:3601	thiram	biolink:Drug		drug_central
UniProtKB:O75936	BBOX1	biolink:Protein	Tchem	drug_central
DrugCentral:3604	thyropropic acid	biolink:Drug		drug_central
DrugCentral:3607	tioxolone	biolink:Drug		drug_central
DrugCentral:3609	tipranavir	biolink:Drug		drug_central
UniProtKB:P0DJD9	PGA5	biolink:Protein	Tclin	drug_central
DrugCentral:3611	tiratricol	biolink:Drug		drug_central
DrugCentral:3616	toliprolol	biolink:Drug		drug_central
DrugCentral:3617	tolnaftate	biolink:Drug		drug_central
DrugCentral:3620	tramazoline	biolink:Drug		drug_central
DrugCentral:3630	triclocarban	biolink:Drug		drug_central
DrugCentral:3631	triclosan	biolink:Drug		drug_central
UniProtKB:P16152	CBR1	biolink:Protein	Tchem	drug_central
DrugCentral:3639	uridine triphosphate	biolink:Drug		drug_central
DrugCentral:3642	vildagliptin	biolink:Drug		drug_central
DrugCentral:3643	vincamine	biolink:Drug		drug_central
DrugCentral:3644	vinflunine	biolink:Drug		drug_central
DrugCentral:3651	vorozole	biolink:Drug		drug_central
DrugCentral:3652	xanomeline	biolink:Drug		drug_central
DrugCentral:3658	xylometazoline	biolink:Drug		drug_central
DrugCentral:3659	yohimbine	biolink:Drug		drug_central
DrugCentral:3680	azacyclonol	biolink:Drug		drug_central
DrugCentral:3686	benzylsulfamide	biolink:Drug		drug_central
DrugCentral:3689	bropirimine	biolink:Drug		drug_central
DrugCentral:3707	chlorthenoxazine	biolink:Drug		drug_central
UniProtKB:P09874	PARP1	biolink:Protein	Tclin	drug_central
DrugCentral:3713	ciramadol	biolink:Drug		drug_central
DrugCentral:3734	diperodon	biolink:Drug		drug_central
DrugCentral:3770	meprylcaine	biolink:Drug		drug_central
DrugCentral:3787	myrtecaine	biolink:Drug		drug_central
DrugCentral:3805	parethoxycaine	biolink:Drug		drug_central
DrugCentral:3839	tasosartan	biolink:Drug		drug_central
DrugCentral:3848	velnacrine	biolink:Drug		drug_central
DrugCentral:3851	dexibuprofen	biolink:Drug		drug_central
DrugCentral:3855	docosanoic acid	biolink:Drug		drug_central
DrugCentral:3862	alitretinoin	biolink:Drug		drug_central
DrugCentral:3871	artemisinin	biolink:Drug		drug_central
DrugCentral:3875	benzamycin	biolink:Drug		drug_central
DrugCentral:3880	benidipine	biolink:Drug		drug_central
DrugCentral:3881	benzydamine	biolink:Drug		drug_central
DrugCentral:3883	biriperone	biolink:Drug		drug_central
DrugCentral:3911	clobetasone butyrate	biolink:Drug		drug_central
DrugCentral:3912	clorotepine	biolink:Drug		drug_central
DrugCentral:3920	dexamethasone phosphate	biolink:Drug		drug_central
DrugCentral:3927	androstanolone	biolink:Drug		drug_central
DrugCentral:3931	dolasetron	biolink:Drug		drug_central
DrugCentral:3944	etoposide phosphate	biolink:Drug		drug_central
DrugCentral:3952	guanabenz	biolink:Drug		drug_central
DrugCentral:3959	hydrocortisone butyrate	biolink:Drug		drug_central
DrugCentral:3961	ilaprazole	biolink:Drug		drug_central
DrugCentral:3972	ivermectin	biolink:Drug		drug_central
DrugCentral:3977	kojic acid	biolink:Drug		drug_central
DrugCentral:3995	meldonium	biolink:Drug		drug_central
DrugCentral:4002	niperotidine	biolink:Drug		drug_central
DrugCentral:4004	mozavaptan	biolink:Drug		drug_central
DrugCentral:4006	oxitriptan	biolink:Drug		drug_central
DrugCentral:4050	spaglumic acid	biolink:Drug		drug_central
DrugCentral:4055	baicalin	biolink:Drug		drug_central
DrugCentral:4061	timolol	biolink:Drug		drug_central
DrugCentral:4063	tirilazad	biolink:Drug		drug_central
DrugCentral:4072	ascorbic acid	biolink:Drug		drug_central
UniProtKB:Q9UHI7	SLC23A1	biolink:Protein	Tbio	drug_central
UniProtKB:Q9UGH3	SLC23A2	biolink:Protein	Tbio	drug_central
UniProtKB:Q02809	PLOD1	biolink:Protein	Tbio	drug_central
UniProtKB:P13674	P4HA1	biolink:Protein	Tbio	drug_central
DrugCentral:4074	minodronic acid	biolink:Drug		drug_central
DrugCentral:4099	levamlodipine	biolink:Drug		drug_central
DrugCentral:4106	sucralfate	biolink:Drug		drug_central
DrugCentral:4109	dronabinol	biolink:Drug		drug_central
UniProtKB:Q14330	GPR18	biolink:Protein	Tbio	drug_central
DrugCentral:4110	tolvaptan	biolink:Drug		drug_central
DrugCentral:4112	dronedarone	biolink:Drug		drug_central
DrugCentral:4113	prasugrel	biolink:Drug		drug_central
DrugCentral:4114	saxagliptin	biolink:Drug		drug_central
DrugCentral:4115	asenapine	biolink:Drug		drug_central
DrugCentral:4117	pralatrexate	biolink:Drug		drug_central
DrugCentral:4118	pazopanib	biolink:Drug		drug_central
UniProtKB:P21127	CDK11B	biolink:Protein	Tbio	drug_central
UniProtKB:Q02779	MAP3K10	biolink:Protein	Tchem	drug_central
UniProtKB:Q6P3R8	NEK5	biolink:Protein	Tdark	drug_central
UniProtKB:Q13233	MAP3K1	biolink:Protein	Tbio	drug_central
UniProtKB:Q9UQ88	CDK11A	biolink:Protein	Tbio	drug_central
DrugCentral:4119	romidepsin	biolink:Drug		drug_central
UniProtKB:P56524	HDAC10	biolink:Protein	Tclin	drug_central
UniProtKB:Q8WUI4	HDAC2	biolink:Protein	Tclin	drug_central
UniProtKB:Q96DB2	HDAC5	biolink:Protein	Tclin	drug_central
UniProtKB:Q9UKV0	HDAC8	biolink:Protein	Tclin	drug_central
UniProtKB:Q9UQL6	HDAC9	biolink:Protein	Tclin	drug_central
UniProtKB:O75376	NCOR1	biolink:Protein	Tclin	drug_central
UniProtKB:Q9Y618	NCOR2	biolink:Protein	Tclin	drug_central
DrugCentral:4120	dexfosfoserine	biolink:Drug		drug_central
DrugCentral:4122	auranofin	biolink:Drug		drug_central
DrugCentral:4123	lubiprostone	biolink:Drug		drug_central
UniProtKB:P51788	CLCN2	biolink:Protein	Tclin	drug_central
DrugCentral:4124	vorinostat	biolink:Drug		drug_central
DrugCentral:4125	proline	biolink:Drug		drug_central
DrugCentral:4134	pyridoxal	biolink:Drug		drug_central
DrugCentral:4135	lisdexamfetamine	biolink:Drug		drug_central
DrugCentral:4137	paliperidone	biolink:Drug		drug_central
DrugCentral:4138	gentian violet	biolink:Drug		drug_central
DrugCentral:4141	udenafil	biolink:Drug		drug_central
DrugCentral:4142	sulfadiazine silver	biolink:Drug		drug_central
DrugCentral:4146	testosterone propionate	biolink:Drug		drug_central
DrugCentral:4150	rimonabant	biolink:Drug		drug_central
DrugCentral:4151	silodosin	biolink:Drug		drug_central
DrugCentral:4153	cabazitaxel	biolink:Drug		drug_central
DrugCentral:4157	lercanidipine	biolink:Drug		drug_central
DrugCentral:4161	temsirolimus	biolink:Drug		drug_central
DrugCentral:4162	dexlansoprazole	biolink:Drug		drug_central
DrugCentral:4163	fampridine	biolink:Drug		drug_central
DrugCentral:4164	liraglutide	biolink:Drug		drug_central
DrugCentral:4165	alcaftadine	biolink:Drug		drug_central
DrugCentral:4166	ulipristal	biolink:Drug		drug_central
DrugCentral:4167	fingolimod	biolink:Drug		drug_central
UniProtKB:Q99500	S1PR3	biolink:Protein	Tclin	drug_central
UniProtKB:Q9H228	S1PR5	biolink:Protein	Tclin	drug_central
UniProtKB:O95470	SGPL1	biolink:Protein	Tchem	drug_central
UniProtKB:O95977	S1PR4	biolink:Protein	Tclin	drug_central
UniProtKB:P21453	S1PR1	biolink:Protein	Tclin	drug_central
DrugCentral:4168	lurasidone	biolink:Drug		drug_central
DrugCentral:4170	tesamorelin	biolink:Drug		drug_central
DrugCentral:4171	eribulin	biolink:Drug		drug_central
DrugCentral:4172	boceprevir	biolink:Drug		drug_central
UniProtKB:Q9UBX1	CTSF	biolink:Protein	Tchem	drug_central
UniProtKB:P43235	CTSK	biolink:Protein	Tchem	drug_central
UniProtKB:O60911	CTSV	biolink:Protein	Tchem	drug_central
UniProtKB:P25774	CTSS	biolink:Protein	Tchem	drug_central
DrugCentral:4173	telaprevir	biolink:Drug		drug_central
UniProtKB:Q9UNI1	CELA1	biolink:Protein	Tchem	drug_central
DrugCentral:4175	linagliptin	biolink:Drug		drug_central
DrugCentral:4176	abiraterone acetate	biolink:Drug		drug_central
DrugCentral:4177	gabapentin enacarbil	biolink:Drug		drug_central
DrugCentral:4178	vandetanib	biolink:Drug		drug_central
UniProtKB:Q04912	MST1R	biolink:Protein	Tchem	drug_central
UniProtKB:Q8WU08	STK32A	biolink:Protein	Tdark	drug_central
DrugCentral:4181	retigabine	biolink:Drug		drug_central
DrugCentral:4182	rivaroxaban	biolink:Drug		drug_central
DrugCentral:4183	indacaterol	biolink:Drug		drug_central
DrugCentral:4184	ticagrelor	biolink:Drug		drug_central
DrugCentral:4185	vemurafenib	biolink:Drug		drug_central
DrugCentral:4186	icatibant	biolink:Drug		drug_central
UniProtKB:P46663	BDKRB1	biolink:Protein	Tchem	drug_central
DrugCentral:4187	crizotinib	biolink:Drug		drug_central
UniProtKB:O14920	IKBKB	biolink:Protein	Tchem	drug_central
UniProtKB:Q8TD19	NEK9	biolink:Protein	Tbio	drug_central
UniProtKB:P06748	ALK	biolink:Protein	Tbio	drug_central
UniProtKB:P43403	ZAP70	biolink:Protein	Tchem	drug_central
UniProtKB:O14936	CASK	biolink:Protein	Tbio	drug_central
DrugCentral:4189	hydroxyprogesterone caproate	biolink:Drug		drug_central
DrugCentral:4190	ruxolitinib	biolink:Drug		drug_central
UniProtKB:P51956	NEK3	biolink:Protein	Tbio	drug_central
UniProtKB:Q9H4B4	PLK3	biolink:Protein	Tchem	drug_central
DrugCentral:4191	fesoterodine	biolink:Drug		drug_central
DrugCentral:4192	tafamidis	biolink:Drug		drug_central
DrugCentral:4196	cyanocobalamin	biolink:Drug		drug_central
UniProtKB:Q9BXJ7	AMN	biolink:Protein	Tbio	drug_central
UniProtKB:Q96EY8	MMAB	biolink:Protein	Tbio	drug_central
UniProtKB:Q8IVH4	MMAA	biolink:Protein	Tbio	drug_central
UniProtKB:P20062	TCN2	biolink:Protein	Tbio	drug_central
UniProtKB:P20061	TCN1	biolink:Protein	Tbio	drug_central
UniProtKB:Q9UBK8	MTRR	biolink:Protein	Tbio	drug_central
UniProtKB:Q99707	MTR	biolink:Protein	Tbio	drug_central
DrugCentral:4197	vitamin A palmitate	biolink:Drug		drug_central
DrugCentral:4199	potassium chloride	biolink:Drug		drug_central
DrugCentral:4203	sodium acetate	biolink:Drug		drug_central
DrugCentral:4207	lithium carbonate	biolink:Drug		drug_central
UniProtKB:P29218	IMPA1	biolink:Protein	Tclin	drug_central
DrugCentral:4209	prazosin	biolink:Drug		drug_central
DrugCentral:4211	acetic acid	biolink:Drug		drug_central
DrugCentral:4213	hydrocortisone acetate	biolink:Drug		drug_central
DrugCentral:4218	methyldopate	biolink:Drug		drug_central
DrugCentral:4219	sodium phosphate	biolink:Drug		drug_central
DrugCentral:4221	mequinol	biolink:Drug		drug_central
DrugCentral:4223	vilazodone	biolink:Drug		drug_central
DrugCentral:4225	axitinib	biolink:Drug		drug_central
DrugCentral:4226	ingenol mebutate	biolink:Drug		drug_central
DrugCentral:4227	vismodegib	biolink:Drug		drug_central
UniProtKB:Q15465	SHH	biolink:Protein	Tchem	drug_central
UniProtKB:Q99835	SMO	biolink:Protein	Tclin	drug_central
DrugCentral:4228	ivacaftor	biolink:Drug		drug_central
DrugCentral:4229	tafluprost	biolink:Drug		drug_central
DrugCentral:4234	peginesatide	biolink:Drug		drug_central
UniProtKB:P19235	EPOR	biolink:Protein	Tclin	drug_central
DrugCentral:4242	avobenzone	biolink:Drug		drug_central
DrugCentral:4247	neomycin	biolink:Drug		drug_central
UniProtKB:O00255	MEN1	biolink:Protein	Tchem	drug_central
UniProtKB:O95237	LRAT	biolink:Protein	Tbio	drug_central
DrugCentral:4248	pyrithione zinc	biolink:Drug		drug_central
DrugCentral:4257	bismuth subsalicylate	biolink:Drug		drug_central
DrugCentral:4258	thymol	biolink:Drug		drug_central
DrugCentral:4260	sulfur	biolink:Drug		drug_central
DrugCentral:4265	gentamicin	biolink:Drug		drug_central
DrugCentral:4266	phenol	biolink:Drug		drug_central
DrugCentral:4267	arbutin	biolink:Drug		drug_central
DrugCentral:4283	tapentadol	biolink:Drug		drug_central
DrugCentral:4289	doconexent	biolink:Drug		drug_central
DrugCentral:4296	potassium iodide	biolink:Drug		drug_central
DrugCentral:4298	apixaban	biolink:Drug		drug_central
DrugCentral:4299	cobicistat	biolink:Drug		drug_central
UniProtKB:P24462	CYP3A5	biolink:Protein	Tclin	drug_central
UniProtKB:Q9HB55	CYP3A7	biolink:Protein	Tclin	drug_central
DrugCentral:4302	glycopyrronium bromide	biolink:Drug		drug_central
DrugCentral:4303	eslicarbazepine acetate	biolink:Drug		drug_central
DrugCentral:4304	dapagliflozin	biolink:Drug		drug_central
UniProtKB:P31639	SLC5A2	biolink:Protein	Tclin	drug_central
UniProtKB:Q9NY91	SLC5A4	biolink:Protein	Tchem	drug_central
UniProtKB:P13866	SLC5A1	biolink:Protein	Tclin	drug_central
UniProtKB:Q8WWX8	SLC5A11	biolink:Protein	Tchem	drug_central
DrugCentral:4305	avanafil	biolink:Drug		drug_central
DrugCentral:4308	lasofoxifene	biolink:Drug		drug_central
DrugCentral:4310	lacosamide	biolink:Drug		drug_central
UniProtKB:Q16555	DPYSL2	biolink:Protein	Tbio	drug_central
DrugCentral:4314	aceclidine	biolink:Drug		drug_central
DrugCentral:4318	afatinib	biolink:Drug		drug_central
DrugCentral:4322	azilsartan medoxomil	biolink:Drug		drug_central
DrugCentral:4326	laropiprant	biolink:Drug		drug_central
DrugCentral:4329	pasireotide	biolink:Drug		drug_central
DrugCentral:4334	bazedoxifene	biolink:Drug		drug_central
DrugCentral:4336	amifampridine	biolink:Drug		drug_central
DrugCentral:4337	ambrisentan	biolink:Drug		drug_central
DrugCentral:4340	alogliptin	biolink:Drug		drug_central
DrugCentral:4342	zucapsaicin	biolink:Drug		drug_central
DrugCentral:4344	zinc chloride	biolink:Drug		drug_central
UniProtKB:O43194	GPR39	biolink:Protein	Tchem	drug_central
DrugCentral:4349	aurothioglucose	biolink:Drug		drug_central
DrugCentral:4353	bilastine	biolink:Drug		drug_central
DrugCentral:4358	arginine glutamate	biolink:Drug		drug_central
DrugCentral:4359	bosutinib	biolink:Drug		drug_central
UniProtKB:P49761	CLK3	biolink:Protein	Tbio	drug_central
UniProtKB:Q13153	PAK1	biolink:Protein	Tchem	drug_central
UniProtKB:Q9BQI3	EIF2AK1	biolink:Protein	Tchem	drug_central
UniProtKB:Q13177	PAK2	biolink:Protein	Tchem	drug_central
DrugCentral:4360	cetrimide	biolink:Drug		drug_central
DrugCentral:4361	chenodiol	biolink:Drug		drug_central
DrugCentral:4365	vernakalant	biolink:Drug		drug_central
DrugCentral:4373	sodium benzoate	biolink:Drug		drug_central
DrugCentral:4374	lorcaserin	biolink:Drug		drug_central
DrugCentral:4376	dequalinium	biolink:Drug		drug_central
DrugCentral:4379	degarelix	biolink:Drug		drug_central
DrugCentral:4380	desvenlafaxine	biolink:Drug		drug_central
DrugCentral:4381	dapoxetine	biolink:Drug		drug_central
DrugCentral:4382	mirabegron	biolink:Drug		drug_central
DrugCentral:4390	choline theophyllinate	biolink:Drug		drug_central
DrugCentral:4392	cisplatin	biolink:Drug		drug_central
DrugCentral:4399	eltrombopag	biolink:Drug		drug_central
UniProtKB:P40238	MPL	biolink:Protein	Tclin	drug_central
DrugCentral:4401	casopitant	biolink:Drug		drug_central
DrugCentral:4410	plerixafor	biolink:Drug		drug_central
UniProtKB:P48061	CXCL12	biolink:Protein	Tbio	drug_central
UniProtKB:P25106	ACKR3	biolink:Protein	Tchem	drug_central
UniProtKB:P61073	CXCR4	biolink:Protein	Tclin	drug_central
DrugCentral:4411	dexchlorpheniramine	biolink:Drug		drug_central
DrugCentral:4420	dihydroergocryptine	biolink:Drug		drug_central
DrugCentral:4425	colistin	biolink:Drug		drug_central
DrugCentral:4426	bufylline	biolink:Drug		drug_central
DrugCentral:4427	calcitonin human	biolink:Drug		drug_central
DrugCentral:4451	prednisolone sodium phosphate	biolink:Drug		drug_central
DrugCentral:4452	clobetasol propionate	biolink:Drug		drug_central
DrugCentral:4454	testosterone cypionate	biolink:Drug		drug_central
DrugCentral:4456	hydrocortisone succinate	biolink:Drug		drug_central
DrugCentral:4458	sulfisoxazole acetyl	biolink:Drug		drug_central
DrugCentral:4466	eosin	biolink:Drug		drug_central
DrugCentral:4470	fosaprepitant	biolink:Drug		drug_central
DrugCentral:4477	sodium citrate	biolink:Drug		drug_central
DrugCentral:4482	corbadrine	biolink:Drug		drug_central
DrugCentral:4483	carfilzomib	biolink:Drug		drug_central
DrugCentral:4484	aclidinium bromide	biolink:Drug		drug_central
DrugCentral:4485	diflorasone diacetate	biolink:Drug		drug_central
DrugCentral:4493	alclometasone dipropionate	biolink:Drug		drug_central
DrugCentral:4496	haloperidol decanoate	biolink:Drug		drug_central
DrugCentral:4497	estradiol acetate	biolink:Drug		drug_central
DrugCentral:4498	paliperidone palmitate	biolink:Drug		drug_central
DrugCentral:4501	armodafinil	biolink:Drug		drug_central
DrugCentral:4504	hydrocortisone valerate	biolink:Drug		drug_central
DrugCentral:4505	choline fenofibrate	biolink:Drug		drug_central
DrugCentral:4507	halcinonide	biolink:Drug		drug_central
DrugCentral:4508	racepinefrine	biolink:Drug		drug_central
DrugCentral:4512	lithium citrate	biolink:Drug		drug_central
DrugCentral:4514	teriparatide	biolink:Drug		drug_central
UniProtKB:Q03431	PTH1R	biolink:Protein	Tclin	drug_central
UniProtKB:P49190	PTH2R	biolink:Protein	Tchem	drug_central
DrugCentral:4516	tetracosactide	biolink:Drug		drug_central
UniProtKB:Q01718	MC2R	biolink:Protein	Tclin	drug_central
DrugCentral:4523	quinine	biolink:Drug		drug_central
DrugCentral:4536	fenbendazole	biolink:Drug		drug_central
DrugCentral:4554	fluticasone furoate	biolink:Drug		drug_central
DrugCentral:4562	gepirone	biolink:Drug		drug_central
DrugCentral:4566	sodium oxybate	biolink:Drug		drug_central
DrugCentral:4569	hydrocortisone probutate	biolink:Drug		drug_central
DrugCentral:4573	iclaprim	biolink:Drug		drug_central
DrugCentral:4588	linopirdine	biolink:Drug		drug_central
DrugCentral:4601	diosmetin	biolink:Drug		drug_central
DrugCentral:4605	tonzonium	biolink:Drug		drug_central
DrugCentral:4606	clocortolone pivalate	biolink:Drug		drug_central
DrugCentral:4608	trypan blue	biolink:Drug		drug_central
DrugCentral:4609	testosterone enantate	biolink:Drug		drug_central
DrugCentral:4611	stearic acid	biolink:Drug		drug_central
DrugCentral:4616	methylnaltrexone	biolink:Drug		drug_central
DrugCentral:4618	linolenic acid	biolink:Drug		drug_central
DrugCentral:4621	levomefolic acid	biolink:Drug		drug_central
DrugCentral:4622	linaclotide	biolink:Drug		drug_central
UniProtKB:P25092	GUCY2C	biolink:Protein	Tclin	drug_central
DrugCentral:4624	phenylacetic acid	biolink:Drug		drug_central
DrugCentral:4627	sincalide	biolink:Drug		drug_central
DrugCentral:4628	enzalutamide	biolink:Drug		drug_central
DrugCentral:4630	sodium pyrophosphate	biolink:Drug		drug_central
DrugCentral:4631	nitroprusside	biolink:Drug		drug_central
DrugCentral:4633	trabectedin	biolink:Drug		drug_central
DrugCentral:4634	teriflunomide	biolink:Drug		drug_central
DrugCentral:4637	rose bengal	biolink:Drug		drug_central
UniProtKB:P16278	GLB1	biolink:Protein	Tchem	drug_central
DrugCentral:4641	levmetamfetamine	biolink:Drug		drug_central
DrugCentral:4642	dodecanoic acid	biolink:Drug		drug_central
DrugCentral:4647	fluorometholone acetate	biolink:Drug		drug_central
DrugCentral:4648	eugenol	biolink:Drug		drug_central
DrugCentral:4654	regorafenib	biolink:Drug		drug_central
DrugCentral:4659	metamizole	biolink:Drug		drug_central
DrugCentral:4663	benzoin	biolink:Drug		drug_central
UniProtKB:O00748	CES2	biolink:Protein	Tchem	drug_central
UniProtKB:P23141	CES1	biolink:Protein	Tchem	drug_central
DrugCentral:4664	benzoic acid	biolink:Drug		drug_central
DrugCentral:4667	betamethasone phosphate	biolink:Drug		drug_central
DrugCentral:4671	metizoline	biolink:Drug		drug_central
DrugCentral:4673	nalfurafine	biolink:Drug		drug_central
DrugCentral:4676	obidoxime	biolink:Drug		drug_central
DrugCentral:4682	panobinostat	biolink:Drug		drug_central
DrugCentral:4683	paraoxon	biolink:Drug		drug_central
DrugCentral:4684	perampanel	biolink:Drug		drug_central
DrugCentral:4690	pleconaril	biolink:Drug		drug_central
DrugCentral:4696	remikiren	biolink:Drug		drug_central
DrugCentral:4702	esatenolol	biolink:Drug		drug_central
DrugCentral:4704	semustine	biolink:Drug		drug_central
DrugCentral:4706	sodium aurothiomalate	biolink:Drug		drug_central
DrugCentral:4710	somatorelin	biolink:Drug		drug_central
DrugCentral:4713	tofacitinib	biolink:Drug		drug_central
DrugCentral:4715	cabozantinib	biolink:Drug		drug_central
DrugCentral:4716	ponatinib	biolink:Drug		drug_central
DrugCentral:4718	teduglutide	biolink:Drug		drug_central
UniProtKB:O95838	GLP2R	biolink:Protein	Tclin	drug_central
DrugCentral:4719	daunorubicinol	biolink:Drug		drug_central
DrugCentral:4721	lomitapide	biolink:Drug		drug_central
UniProtKB:P55157	MTTP	biolink:Protein	Tclin	drug_central
DrugCentral:4727	tacalcitol	biolink:Drug		drug_central
DrugCentral:4728	tenidap	biolink:Drug		drug_central
UniProtKB:P48050	KCNJ4	biolink:Protein	Tchem	drug_central
DrugCentral:4731	thiocolchicoside	biolink:Drug		drug_central
DrugCentral:4732	thioctic acid	biolink:Drug		drug_central
DrugCentral:4733	thiomersal	biolink:Drug		drug_central
DrugCentral:4744	crofelemer	biolink:Drug		drug_central
UniProtKB:Q5XXA6	ANO1	biolink:Protein	Tclin	drug_central
DrugCentral:4746	pomalidomide	biolink:Drug		drug_central
DrugCentral:4749	ospemifene	biolink:Drug		drug_central
DrugCentral:4752	levobetaxolol	biolink:Drug		drug_central
DrugCentral:4757	dimethyl fumarate	biolink:Drug		drug_central
UniProtKB:Q14145	KEAP1	biolink:Protein	Tclin	drug_central
DrugCentral:4758	canagliflozin	biolink:Drug		drug_central
DrugCentral:4773	ethyl hydroxybenzoate	biolink:Drug		drug_central
DrugCentral:4778	ridaforolimus	biolink:Drug		drug_central
DrugCentral:4794	gramicidin	biolink:Drug		drug_central
DrugCentral:4797	sodium nitrite	biolink:Drug		drug_central
DrugCentral:4799	vilanterol	biolink:Drug		drug_central
DrugCentral:4801	dabrafenib	biolink:Drug		drug_central
DrugCentral:4802	trametinib	biolink:Drug		drug_central
DrugCentral:4804	palifermin	biolink:Drug		drug_central
DrugCentral:4806	vortioxetine	biolink:Drug		drug_central
DrugCentral:4807	riociguat	biolink:Drug		drug_central
DrugCentral:4808	ipidacrine	biolink:Drug		drug_central
DrugCentral:4809	macitentan	biolink:Drug		drug_central
DrugCentral:4810	ibrutinib	biolink:Drug		drug_central
DrugCentral:4812	simeprevir	biolink:Drug		drug_central
DrugCentral:4814	olodaterol	biolink:Drug		drug_central
DrugCentral:4815	lixisenatide	biolink:Drug		drug_central
DrugCentral:4816	umeclidinium	biolink:Drug		drug_central
DrugCentral:4817	rifamycin	biolink:Drug		drug_central
DrugCentral:4820	tasimelteon	biolink:Drug		drug_central
DrugCentral:4821	seractide	biolink:Drug		drug_central
DrugCentral:4824	etilefrine pivalate	biolink:Drug		drug_central
DrugCentral:4826	metreleptin	biolink:Drug		drug_central
UniProtKB:P48357	LEPR	biolink:Protein	Tclin	drug_central
